,Unit,PowerCapacity,Nunits,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost_pu,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,CHPMaxHeat
FI_STUR_NUC,FI_STUR_NUC,140.0,1.0,FI,STUR,NUC,0.34,24,48,0.05,0.05,300,12.5,2.2,0.25,0.34,12.0,0.0,,,,,,,,,,,,
FI_COMC_GAS,FI_COMC_GAS,407.96774193548384,31.0,FI,COMC,GAS,0.51,3,3,0.07,0.07,55,2.9,0.25,0.062171053,0.57,1.0,0.3569,,,,,,,,,,,,
FI_COMC_BIO,FI_COMC_BIO,4.547473508864641e-13,1.0,FI,COMC,BIO,0.51,3,3,0.07,0.07,55,2.9,0.25,0.062171053,0.57,1.0,0.211692827,,,,,,,,,,,,
FI_STUR_OIL,FI_STUR_OIL,233.0,2.0,FI,STUR,OIL,0.33,5,5,0.02,0.02,120,0.0,1.8,0.4,0.33,1.0,0.7246,,,,,,,,,,,,
FI_HDAM_WAT,FI_HDAM_WAT,3035.0,1,FI,HDAM,WAT,0.94,0,0,1.0,1.0,0,0.0,0.0,0.25,1.0,0.0,0.0,,,,,,,,4512000.0,0.0,0.0,0.9,
FI_HPHS_WAT,FI_HPHS_WAT,1585.0,1,FI,HPHS,WAT,0.94,0,0,1.0,1.0,0,0.0,0.0,0.25,1.0,0.0,0.0,,,,,,,,7925.0,0.0,1585.0,0.9,
FI_HROR_WAT,FI_HROR_WAT,36.0,1,FI,HROR,WAT,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,
FI_WTOF_WIN,FI_WTOF_WIN,19982.0,1,FI,WTOF,WIN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,
FI_WTON_WIN,FI_WTON_WIN,19732.0,1,FI,WTON,WIN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,
FI_PHOT_SUN,FI_PHOT_SUN,23937.0,1,FI,PHOT,SUN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,
FI_BATS_OTH,FI_BATS_OTH,2211388.888888889,1,FI,BATS,OTH,0.9,0,0,1.0,1.0,0,0.0,0.0,0.0,0.9,0.0,0.0,,,,,,,,8845555.555555556,0.0,0.0,0.9,
FI_BEVS_OTH,FI_BEVS_OTH,25250.0,1,FI,BEVS,OTH,0.7,0,0,1.0,1.0,0,0.0,0.0,0.0,0.7,0.0,0.0,,,,,,,,103524.99999999999,0.0,25250.0,0.88,
FI_STUR_BIO_CHP,FI_STUR_BIO_CHP,171.21428571428572,14.0,FI,STUR,BIO,0.4,4,6,0.02,0.02,120,12.5,1.3,0.4,0.35,1.0,0.417390427,Extraction,0.45,0.23800000000000002,,,,,4565.714285714286,0.03,,,
FI_COMC_GAS_CHP,FI_COMC_GAS_CHP,377.0,1.0,FI,COMC,GAS,0.51,3,3,0.07,0.07,55,2.9,0.25,0.062171053,0.57,1.0,0.3569,Extraction,0.95,0.213,,,,,4762.105263157895,0.03,,,
