,PHOT,WTOF,WTON
2016-01-01 00:00:00,0.0,0,0.413371
2016-01-01 01:00:00,0.0,0,0.364367
2016-01-01 02:00:00,0.0,0,0.323405
2016-01-01 03:00:00,0.0,0,0.286937
2016-01-01 04:00:00,0.0,0,0.253831
2016-01-01 05:00:00,0.0,0,0.219923
2016-01-01 06:00:00,0.11900000000000001,0,0.18473699999999998
2016-01-01 07:00:00,0.297,0,0.150765
2016-01-01 08:00:00,0.429,0,0.122004
2016-01-01 09:00:00,0.508,0,0.099271
2016-01-01 10:00:00,0.5379999999999999,0,0.08315499999999999
2016-01-01 11:00:00,0.514,0,0.075572
2016-01-01 12:00:00,0.429,0,0.071184
2016-01-01 13:00:00,0.28800000000000003,0,0.067303
2016-01-01 14:00:00,0.10300000000000001,0,0.069199
2016-01-01 15:00:00,0.0,0,0.069833
2016-01-01 16:00:00,0.0,0,0.06664400000000001
2016-01-01 17:00:00,0.0,0,0.061568
2016-01-01 18:00:00,0.0,0,0.052226
2016-01-01 19:00:00,0.0,0,0.042991
2016-01-01 20:00:00,0.0,0,0.036562
2016-01-01 21:00:00,0.0,0,0.03098
2016-01-01 22:00:00,0.0,0,0.026505
2016-01-01 23:00:00,0.0,0,0.024281999999999998
2016-01-02 00:00:00,0.0,0,0.022359999999999998
2016-01-02 01:00:00,0.0,0,0.023875999999999998
2016-01-02 02:00:00,0.0,0,0.026251999999999998
2016-01-02 03:00:00,0.0,0,0.047675
2016-01-02 04:00:00,0.0,0,0.089942
2016-01-02 05:00:00,0.0,0,0.115201
2016-01-02 06:00:00,0.08800000000000001,0,0.11917799999999999
2016-01-02 07:00:00,0.247,0,0.110925
2016-01-02 08:00:00,0.375,0,0.11449200000000001
2016-01-02 09:00:00,0.45299999999999996,0,0.10929900000000001
2016-01-02 10:00:00,0.48100000000000004,0,0.097085
2016-01-02 11:00:00,0.45799999999999996,0,0.082492
2016-01-02 12:00:00,0.376,0,0.073987
2016-01-02 13:00:00,0.23600000000000002,0,0.06611
2016-01-02 14:00:00,0.073,0,0.067855
2016-01-02 15:00:00,0.0,0,0.071426
2016-01-02 16:00:00,0.0,0,0.069874
2016-01-02 17:00:00,0.0,0,0.061719
2016-01-02 18:00:00,0.0,0,0.05379400000000001
2016-01-02 19:00:00,0.0,0,0.048844
2016-01-02 20:00:00,0.0,0,0.047342
2016-01-02 21:00:00,0.0,0,0.047356999999999996
2016-01-02 22:00:00,0.0,0,0.047327
2016-01-02 23:00:00,0.0,0,0.049124
2016-01-03 00:00:00,0.0,0,0.053461
2016-01-03 01:00:00,0.0,0,0.05917000000000001
2016-01-03 02:00:00,0.0,0,0.06746
2016-01-03 03:00:00,0.0,0,0.091711
2016-01-03 04:00:00,0.0,0,0.137302
2016-01-03 05:00:00,0.0,0,0.196204
2016-01-03 06:00:00,0.015,0,0.268493
2016-01-03 07:00:00,0.048,0,0.34380700000000003
2016-01-03 08:00:00,0.081,0,0.416555
2016-01-03 09:00:00,0.095,0,0.495933
2016-01-03 10:00:00,0.08800000000000001,0,0.568846
2016-01-03 11:00:00,0.079,0,0.6089100000000001
2016-01-03 12:00:00,0.061,0,0.635085
2016-01-03 13:00:00,0.032,0,0.670281
2016-01-03 14:00:00,0.006,0,0.708947
2016-01-03 15:00:00,0.0,0,0.7537729999999999
2016-01-03 16:00:00,0.0,0,0.77888
2016-01-03 17:00:00,0.0,0,0.782013
2016-01-03 18:00:00,0.0,0,0.741983
2016-01-03 19:00:00,0.0,0,0.687157
2016-01-03 20:00:00,0.0,0,0.640335
2016-01-03 21:00:00,0.0,0,0.627746
2016-01-03 22:00:00,0.0,0,0.656039
2016-01-03 23:00:00,0.0,0,0.6456350000000001
2016-01-04 00:00:00,0.0,0,0.614139
2016-01-04 01:00:00,0.0,0,0.5969479999999999
2016-01-04 02:00:00,0.0,0,0.569523
2016-01-04 03:00:00,0.0,0,0.5122
2016-01-04 04:00:00,0.0,0,0.428646
2016-01-04 05:00:00,0.0,0,0.355425
2016-01-04 06:00:00,0.049,0,0.29312699999999997
2016-01-04 07:00:00,0.14,0,0.256825
2016-01-04 08:00:00,0.198,0,0.241603
2016-01-04 09:00:00,0.21600000000000003,0,0.21425999999999998
2016-01-04 10:00:00,0.226,0,0.200406
2016-01-04 11:00:00,0.196,0,0.196277
2016-01-04 12:00:00,0.126,0,0.178713
2016-01-04 13:00:00,0.049,0,0.15523699999999999
2016-01-04 14:00:00,0.008,0,0.16891
2016-01-04 15:00:00,0.0,0,0.21113099999999999
2016-01-04 16:00:00,0.0,0,0.24497600000000003
2016-01-04 17:00:00,0.0,0,0.31013
2016-01-04 18:00:00,0.0,0,0.408012
2016-01-04 19:00:00,0.0,0,0.506125
2016-01-04 20:00:00,0.0,0,0.596567
2016-01-04 21:00:00,0.0,0,0.658834
2016-01-04 22:00:00,0.0,0,0.68685
2016-01-04 23:00:00,0.0,0,0.711507
2016-01-05 00:00:00,0.0,0,0.732142
2016-01-05 01:00:00,0.0,0,0.747017
2016-01-05 02:00:00,0.0,0,0.71158
2016-01-05 03:00:00,0.0,0,0.627794
2016-01-05 04:00:00,0.0,0,0.529694
2016-01-05 05:00:00,0.0,0,0.442684
2016-01-05 06:00:00,0.042,0,0.383969
2016-01-05 07:00:00,0.139,0,0.340059
2016-01-05 08:00:00,0.23800000000000002,0,0.333364
2016-01-05 09:00:00,0.331,0,0.36553
2016-01-05 10:00:00,0.373,0,0.388126
2016-01-05 11:00:00,0.34600000000000003,0,0.393719
2016-01-05 12:00:00,0.243,0,0.361097
2016-01-05 13:00:00,0.12300000000000001,0,0.30048800000000003
2016-01-05 14:00:00,0.028999999999999998,0,0.276293
2016-01-05 15:00:00,0.0,0,0.290526
2016-01-05 16:00:00,0.0,0,0.29435700000000004
2016-01-05 17:00:00,0.0,0,0.297273
2016-01-05 18:00:00,0.0,0,0.311386
2016-01-05 19:00:00,0.0,0,0.323562
2016-01-05 20:00:00,0.0,0,0.338016
2016-01-05 21:00:00,0.0,0,0.361442
2016-01-05 22:00:00,0.0,0,0.38096199999999997
2016-01-05 23:00:00,0.0,0,0.381101
2016-01-06 00:00:00,0.0,0,0.359045
2016-01-06 01:00:00,0.0,0,0.32274
2016-01-06 02:00:00,0.0,0,0.299142
2016-01-06 03:00:00,0.0,0,0.278907
2016-01-06 04:00:00,0.0,0,0.261867
2016-01-06 05:00:00,0.0,0,0.262938
2016-01-06 06:00:00,0.059000000000000004,0,0.270425
2016-01-06 07:00:00,0.179,0,0.258268
2016-01-06 08:00:00,0.295,0,0.30577600000000005
2016-01-06 09:00:00,0.363,0,0.352427
2016-01-06 10:00:00,0.375,0,0.42099899999999996
2016-01-06 11:00:00,0.3,0,0.47196400000000005
2016-01-06 12:00:00,0.158,0,0.491526
2016-01-06 13:00:00,0.064,0,0.48458199999999996
2016-01-06 14:00:00,0.013000000000000001,0,0.506429
2016-01-06 15:00:00,0.0,0,0.57357
2016-01-06 16:00:00,0.0,0,0.6317510000000001
2016-01-06 17:00:00,0.0,0,0.686524
2016-01-06 18:00:00,0.0,0,0.733116
2016-01-06 19:00:00,0.0,0,0.795046
2016-01-06 20:00:00,0.0,0,0.8396049999999999
2016-01-06 21:00:00,0.0,0,0.850828
2016-01-06 22:00:00,0.0,0,0.8439459999999999
2016-01-06 23:00:00,0.0,0,0.8316459999999999
2016-01-07 00:00:00,0.0,0,0.8253010000000001
2016-01-07 01:00:00,0.0,0,0.782115
2016-01-07 02:00:00,0.0,0,0.772699
2016-01-07 03:00:00,0.0,0,0.7675350000000001
2016-01-07 04:00:00,0.0,0,0.725765
2016-01-07 05:00:00,0.0,0,0.7289260000000001
2016-01-07 06:00:00,0.040999999999999995,0,0.728649
2016-01-07 07:00:00,0.14,0,0.703608
2016-01-07 08:00:00,0.259,0,0.7615689999999999
2016-01-07 09:00:00,0.354,0,0.8001050000000001
2016-01-07 10:00:00,0.402,0,0.8327700000000001
2016-01-07 11:00:00,0.397,0,0.870591
2016-01-07 12:00:00,0.33399999999999996,0,0.859561
2016-01-07 13:00:00,0.21600000000000003,0,0.816439
2016-01-07 14:00:00,0.067,0,0.7830590000000001
2016-01-07 15:00:00,0.0,0,0.774352
2016-01-07 16:00:00,0.0,0,0.783724
2016-01-07 17:00:00,0.0,0,0.790833
2016-01-07 18:00:00,0.0,0,0.778438
2016-01-07 19:00:00,0.0,0,0.747659
2016-01-07 20:00:00,0.0,0,0.72796
2016-01-07 21:00:00,0.0,0,0.700195
2016-01-07 22:00:00,0.0,0,0.682445
2016-01-07 23:00:00,0.0,0,0.658546
2016-01-08 00:00:00,0.0,0,0.625119
2016-01-08 01:00:00,0.0,0,0.575759
2016-01-08 02:00:00,0.0,0,0.518684
2016-01-08 03:00:00,0.0,0,0.45248
2016-01-08 04:00:00,0.0,0,0.396267
2016-01-08 05:00:00,0.0,0,0.34313499999999997
2016-01-08 06:00:00,0.121,0,0.285246
2016-01-08 07:00:00,0.295,0,0.232857
2016-01-08 08:00:00,0.428,0,0.235918
2016-01-08 09:00:00,0.501,0,0.22820100000000001
2016-01-08 10:00:00,0.522,0,0.21230500000000002
2016-01-08 11:00:00,0.489,0,0.197441
2016-01-08 12:00:00,0.40700000000000003,0,0.170374
2016-01-08 13:00:00,0.281,0,0.126574
2016-01-08 14:00:00,0.106,0,0.088568
2016-01-08 15:00:00,0.0,0,0.063625
2016-01-08 16:00:00,0.0,0,0.051747
2016-01-08 17:00:00,0.0,0,0.051734
2016-01-08 18:00:00,0.0,0,0.05240499999999999
2016-01-08 19:00:00,0.0,0,0.046437
2016-01-08 20:00:00,0.0,0,0.035875
2016-01-08 21:00:00,0.0,0,0.026182
2016-01-08 22:00:00,0.0,0,0.021615000000000002
2016-01-08 23:00:00,0.0,0,0.021692
2016-01-09 00:00:00,0.0,0,0.023556
2016-01-09 01:00:00,0.0,0,0.025868000000000002
2016-01-09 02:00:00,0.0,0,0.027139
2016-01-09 03:00:00,0.0,0,0.025565
2016-01-09 04:00:00,0.0,0,0.025408
2016-01-09 05:00:00,0.0,0,0.028586
2016-01-09 06:00:00,0.078,0,0.033342000000000004
2016-01-09 07:00:00,0.20600000000000002,0,0.032354
2016-01-09 08:00:00,0.313,0,0.047541
2016-01-09 09:00:00,0.377,0,0.085168
2016-01-09 10:00:00,0.38299999999999995,0,0.12413800000000001
2016-01-09 11:00:00,0.33899999999999997,0,0.155171
2016-01-09 12:00:00,0.262,0,0.162723
2016-01-09 13:00:00,0.151,0,0.137175
2016-01-09 14:00:00,0.040999999999999995,0,0.127197
2016-01-09 15:00:00,0.0,0,0.143424
2016-01-09 16:00:00,0.0,0,0.152314
2016-01-09 17:00:00,0.0,0,0.159865
2016-01-09 18:00:00,0.0,0,0.171075
2016-01-09 19:00:00,0.0,0,0.186443
2016-01-09 20:00:00,0.0,0,0.199401
2016-01-09 21:00:00,0.0,0,0.21311300000000002
2016-01-09 22:00:00,0.0,0,0.22490500000000002
2016-01-09 23:00:00,0.0,0,0.19938499999999998
2016-01-10 00:00:00,0.0,0,0.184998
2016-01-10 01:00:00,0.0,0,0.216387
2016-01-10 02:00:00,0.0,0,0.250774
2016-01-10 03:00:00,0.0,0,0.254946
2016-01-10 04:00:00,0.0,0,0.262889
2016-01-10 05:00:00,0.0,0,0.273652
2016-01-10 06:00:00,0.017,0,0.27365700000000004
2016-01-10 07:00:00,0.057,0,0.27192
2016-01-10 08:00:00,0.107,0,0.320666
2016-01-10 09:00:00,0.162,0,0.355998
2016-01-10 10:00:00,0.19899999999999998,0,0.389534
2016-01-10 11:00:00,0.20199999999999999,0,0.383152
2016-01-10 12:00:00,0.16699999999999998,0,0.34371799999999997
2016-01-10 13:00:00,0.109,0,0.28341500000000003
2016-01-10 14:00:00,0.036000000000000004,0,0.23813
2016-01-10 15:00:00,0.0,0,0.249074
2016-01-10 16:00:00,0.0,0,0.279068
2016-01-10 17:00:00,0.0,0,0.303544
2016-01-10 18:00:00,0.0,0,0.332194
2016-01-10 19:00:00,0.0,0,0.35196500000000003
2016-01-10 20:00:00,0.0,0,0.362619
2016-01-10 21:00:00,0.0,0,0.359548
2016-01-10 22:00:00,0.0,0,0.345342
2016-01-10 23:00:00,0.0,0,0.321762
2016-01-11 00:00:00,0.0,0,0.284733
2016-01-11 01:00:00,0.0,0,0.253471
2016-01-11 02:00:00,0.0,0,0.224061
