,Unit,PowerCapacity,Nunits,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost_pu,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
EL_STUR_LIG,EL_STUR_LIG,416.5,2.0,EL,STUR,LIG,0.4,8,8,0.007692308,0.007692308,65,8.0,2.2,0.43,0.395,7.0,1.15,,,,,,,,,,,
EL_COMC_GAS,EL_COMC_GAS,401.27777777777777,18.0,EL,COMC,GAS,0.51,3,3,0.07,0.07,55,2.9,0.25,0.062171053,0.57,1.0,0.3569,,,,,,,,,,,
EL_STUR_OIL,EL_STUR_OIL,251.0,1.0,EL,STUR,OIL,0.33,5,5,0.02,0.02,120,0.0,1.8,0.4,0.33,1.0,0.7246,,,,,,,,,,,
EL_HDAM_WAT,EL_HDAM_WAT,2358.0,1,EL,HDAM,WAT,0.89,0,0,1.0,1.0,0,0.0,0.0,0.25,1.0,0.0,0.0,,,,,,,,11790.0,0.0,0.0,0.89
EL_HROR_WAT,EL_HROR_WAT,49.0,1,EL,HROR,WAT,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
EL_WTON_WIN,EL_WTON_WIN,7416.0,1,EL,WTON,WIN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
EL_PHOT_SUN,EL_PHOT_SUN,91125.0,1,EL,PHOT,SUN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
EL_SCSP_SUN,EL_SCSP_SUN,149.89380530973452,113.0,EL,SCSP,SUN,0.395,2,2,0.021276596000000002,0.021276596000000002,0,0.0,0.0,0.0,0.395,0.0,0.0,,,,,,,,254070.0,0.03,0.0,
EL_BATS_OTH,EL_BATS_OTH,1840277.7777777778,1,EL,BATS,OTH,0.89,0,0,1.0,1.0,0,0.0,0.0,0.0,0.89,0.0,0.0,,,,,,,,7361111.111111111,0.0,1840277.7777777778,0.89
EL_BEVS_OTH,EL_BEVS_OTH,19365.0,1,EL,BEVS,OTH,0.89,0,0,1.0,1.0,0,0.0,0.0,0.0,0.7,0.0,0.0,,,,,,,,86890.755,0.0,19365.0,0.89
EL_P2HT_OTH,EL_P2HT_OTH,0.0029999994578967367,1844667.0,EL,P2HT,OTH,1.0,0,0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.177602302004216,5.0,0.025033555005048724,0.00087973502859859,0.014999997289483685,0.03,,
EL_P2GS_HYD,EL_P2GS_HYD,3931.0,1,EL,P2GS,HYD,0.46,0,0,1.0,1.0,0,0.0,0.0,0.15,0.47,0.0,0.0,,,,,,,,41501388.88888889,0.0,118162.0,0.72
EL_STUR_BIO_CHP,EL_STUR_BIO_CHP,145.0,4.0,EL,STUR,BIO,0.4,4,6,0.02,0.02,120,12.5,1.3,0.4,0.35,1.0,0.417390427,Extraction,0.45,0.23800000000000002,,,,,3866.666666666667,0.03,,
EL_COMC_GAS_CHP,EL_COMC_GAS_CHP,11.0,1.0,EL,COMC,GAS,0.51,3,3,0.07,0.07,55,2.9,0.25,0.062171053,0.57,1.0,0.3569,Extraction,0.95,0.213,,,,,138.94736842105263,0.03,,
